id,word,definition,audio
828,dúrun ,n. grasshopper or locust; see also balang,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/D/DURUN.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0QvRFVSVU4ubXAzIiwiaWF0IjoxNzU0ODEwMTg3LCJleHAiOjIwNzAxNzAxODd9.VZ6-xyhF7zLXLOTAg0I_B6KnzV3776noJ9buTBtaDXQ
829,dúrup ,v. to present a witness,
830,dúrut ,"v. to go around, or turn around",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/D/DURUT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0QvRFVSVVQubXAzIiwiaWF0IjoxNzU0ODEwMTk0LCJleHAiOjIwNzAxNzAxOTR9.8OpisOGUqjvoPhzT0oNYgb1EdXgSfQK9QF5PzvG0eGQ
831,dúsa,n. pain or suffering,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/D/DUSA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0QvRFVTQS5tcDMiLCJpYXQiOjE3NTQ4MTAyMDAsImV4cCI6MjA3MDE3MDIwMH0.r0gXWmWeU6KnlkdS2BdrI3Eoih-SyRqxoeGYluUSf7c
832,dusdus ,n. an itchy skin disease,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/D/DUSDUS.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0QvRFVTRFVTLm1wMyIsImlhdCI6MTc1NDg0NDMwOCwiZXhwIjoyMTMzMjc2MzA4fQ.aEiKZj27rdSNaVmpdjJvP9TWy9xwIlG2z2i_9KzfuPw
833,dutdut ,"n. small grass; see barit, balanggut ",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/D/DUTDUT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0QvRFVURFVULm1wMyIsImlhdCI6MTc1NDg0NDMxOCwiZXhwIjoyMTMzMjc2MzE4fQ.0hncE9tPnv2-KEpf7dYnnQrVwjGSIl4GD_lD3HpJK1w
834,dútung ,n. wood; cf. kayu,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/D/DUTUNG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0QvRFVUVU5HLm1wMyIsImlhdCI6MTc1NDgxMDIyNSwiZXhwIjoyMDcwMTcwMjI1fQ.8kg0Behix17cvx2qTvJ6ohT2j4jOsjBcDxFDMNUUxhA
835,Dutung-A-Matas ,"n. also known as Jefmin, a barangay in the town of Concepcion, Tarlac",
836,duwî,dwî n. spine of the fish,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/D/DUYI.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0QvRFVZSS5tcDMiLCJpYXQiOjE3NTQ4MTAyOTEsImV4cCI6MjA3MDE3MDI5MX0.UxSUtxFDnJCpuTteE27213BolatwkrRespZv2tlzPJ8
837,dúyan ,n. hammock,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/D/DUYAN.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0QvRFVZQU4ubXAzIiwiaWF0IjoxNzU0ODEwMjk3LCJleHAiOjIwNzAxNzAyOTd9.GT1bac2vC9q5hKxs2JclvcCcnnH6WOLpqsAPee8TgVU
838,dyak en poy ,var. jak en poy  v. rock-paper-scissors game,
839,dyip,"jip [Eng] n. jeepney, a type of public utility vehicle (PUV) that serves as the most popular means of public transportation in the Philippines.",
840,dyolen ,"see diolen, jolen",
841,ébun,"n. egg of chickens, ducks or birds",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/E/EBON.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0UvRUJPTi5tcDMiLCJpYXQiOjE3NTQ4MTAzNTksImV4cCI6MjA3MDE3MDM1OX0.pYhkOqbGlK-DtLu07o5wM3y9S_W1EjsnFw0OiJPuxn8
842,ébus,n. wild palm tree or leaf; cf. sasa,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/E/EBOS.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0UvRUJPUy5tcDMiLCJpYXQiOjE3NTQ4MTAzNjcsImV4cCI6MjA3MDE3MDM2N30.-DuXuSsJMSsx6ywGjs0RDkP_dqdhIuWgoFUFn26sSY0
843,élepánti ,"var. elipanti n. [Sp] elephant; syn. gadya, gagdia (archaic)",
844,élû,yélû n. ice,
845,ema,"n. mud crab, Scylla serrata (Forskal); see damukus, talangka, alimasag",
846,éma,"ayama (archaic form) n. mud crab, Portunus pelagicus Linnaeus",
847,empanada ,"[Sp] n. is a stuffed bread or fried in many countries in Latin America, Southern Europe and parts of Southeast Asia",
848,Empanada de Kaliskis,[Sp] n. Atching Lillian Borromeo's special version of empanada,
849,empanaditas de casoy ,[Sp] n. small empanada type sweets filled with cashew nuts,
850,engkantu ,"[Sp] n. fairy, elf, or spirit",
851,ensaimada,"ensaymada, saymada [Sp] n. is a Filipino sweet pastry roll",
852,ensalada ,[Sp] n. salad; also called sisig with fresh sour or half ripe fruits,
853,ensaladang paku ,"[Sp] n. a paku salad; is fiddlehead fern, Athyrium esculentum) with tomatoes, onions and salted duck egg in a light vinaigrette.",
854,éran,"n. stairs; cf. taléte, téte",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/E/ERAN.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0UvRVJBTi5tcDMiLCJpYXQiOjE3NTQ4MTAzODMsImV4cCI6MjA3MDE3MDM4M30.lCOmKsOp-EQWs7rCYXA2cTWw0pCk2VEZHvHpY9_ueL0
855,espasol ,[Sp] n. is a type of rice cake that is made of rice flour cooked in coconut milk.,
856,estofadung bábî,n. pork estofado; see arobu,
857,ex,[Eng] n. former,
858,exit ,"[Eng] n. a way out, especially of a public building, room, or passenger vehicle.",
859,farmacia,[Sp] 1. n. pharmacy or drugstore; syn. butika,
860,fax ,"[Eng] 1. n. short for ""facsimile."" A method of transmitting scanned printed material (such as text or images) via telephone lines or over the internet; 2. a document sent using a fax machine.",
861,Faxardo,Fajardo (archaic) [Sp] n. Spanish-Kapampangan surname,
862,Felipe ,"[Sp] 1. n. a common Spanish and Filipino given name. it is the Spanish form of ""Phillip,"" which means ""lover of horses.""",
863,"Felipe, San","[Sp] n. a barangay in the City of San Fernando, Pampanga",
864,festival ,"[Eng] n. festival; cf. pusyunan, kapagmasusyan, ligligan",
865,fiesta,"piesta [Sp] v. fiesta, celebration; often used to describe a lively celebration or public festival; In Filipino culture, it refers to a local or community celebration, typically involving food, music, and dancing. cf. pusyunan, tau",
866,film ,[Eng] n. film,
867,Floridablanca ,[Sp] n. a town in Pampanga,
868,folder ,"[Eng] n. folder, a folding cover or holder, typically made of stiff paper or cardboard, for storing loose papers. ",
869,Filipina,Pilipina [Sp] 1. n. a term used to refer to a female from the Philippines; 2. adj. an adjective describing something related to the female people or culture of the Philippines.,
870,Filipinu,"Pilipinu [Sp] 1. n. a term referring to a male from the Philippines; 2. adj. a word describing something related to the people or culture of the Philippines; 3. n. the National Language of the Philippines, as per the 1987 Philippine Constitution.",
871,format ,"n. the arrangement, layout, of organization of data or information, particularly in a document or",
872,gábak ,v. to tear,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GABAC.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FCQUMubXAzIiwiaWF0IjoxNzU0ODEyNTQ0LCJleHAiOjIwNzAxNzI1NDR9.9mPHWO8bbS2Ef6eb-mRnf3PXm2FYqMZuZGgr2rGRYfQ
873,gabun ,n. soil for planting,
874,gadya, gadia (ar) n. elephant; syn. élepánti ,
875,gágâ ,n. cries of a baby or birds chirping ,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GAGA.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FHQS5tcDMiLCJpYXQiOjE3NTQ4MTI1NTgsImV4cCI6MjA3MDE3MjU1OH0.VC3-2TfqhT75u3w51keD71CtDC18XYyXfr8Hi53mCcI
876,gagtû ,n. rice that is half cooked,
877,gakgak ,n. bellow of a calf,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GACGAC.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FDR0FDLm1wMyIsImlhdCI6MTc1NDgxMjYwNywiZXhwIjoyMDcwMTcyNjA3fQ.rIeBj7wNUNQjzsskDpWWCK8pymyu6I5AIuQ0l8Ar_nk
878,gálâ ,v. to go out without purpose,
879,galakgák ,"1. n. loud laughter; 2. n. Calotes versicolor, common garden lizard",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GALACGAC.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FMQUNHQUMubXAzIiwiaWF0IjoxNzU0ODQ0MzY3LCJleHAiOjIxMzMyNzYzNjd9.BPkwcmhlR761iQWG3cX8eIGCRwRGkdApjchqqT3Xvgc
880,galal ,n. award; syn. parangal,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GALAL.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FMQUwubXAzIiwiaWF0IjoxNzU0ODEyNjM5LCJleHAiOjIwNzAxNzI2Mzl9.QrTXd3VdeAbyHrmeYS8OmbTbrZ1i5ld-Z6qHL37ZgqI
881,galamé ,"n. the feet of the crab; cf. gamat, bitis",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GALAMAY.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FMQU1BWS5tcDMiLCJpYXQiOjE3NTQ4MTI2NDcsImV4cCI6MjA3MDE3MjY0N30.tQ6TgORdUiXHWUW8i_rdSCEqApc_3iz-KDVyCUFqVJo
882,gálang ,n. reverence; syn. rispetu [Sp] ,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GALANG_1.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FMQU5HXzEubXAzIiwiaWF0IjoxNzU0ODEyNjY1LCJleHAiOjIwNzAxNzI2NjV9.bKeFimf3AjtsT7l3Xh4kANX-0QYX91qaGCb7yApBgAo
883,galanggang,"v. to cry screaming; cf. galeung, bitaul",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GALANGGANG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FMQU5HR0FORy5tcDMiLCJpYXQiOjE3NTQ4MTI2NzMsImV4cCI6MjA3MDE3MjY3M30.6pATtMkwi5exvLb8x6wzwKCpKx5inJtgsKGieiR-ero
884,galantina ,"n. a traditional stuffed chicken, a Christmas dish with gravy; cf. betute ",
885,galantinang manuk ,n. stuffed chicken with gravy; also called rellenong manuk,
886,galasgas ,n. an eloquent speaker,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GALASGAS.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FMQVNHQVMubXAzIiwiaWF0IjoxNzU0ODEyNjg1LCJleHAiOjIwNzAxNzI2ODV9.bOad2H1pyPekqfSiFhdaM07rxeNM7tE6wHgmh5c4Uoc
887,gálé ,v. to praise with poetry,
888,galgal ,v. to tremble with fear,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GALGAL.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FMR0FMLm1wMyIsImlhdCI6MTc1NDgxMjY5MiwiZXhwIjoyMDcwMTcyNjkyfQ.Y0PTr_h-9TmMUsHr5NSrdc5znkmJjZJhPY9k2xzv3CI
889,galigit,v. to fight with one's might,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GALIGUIT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FMSUdVSVQubXAzIiwiaWF0IjoxNzU0ODEyNzAwLCJleHAiOjIwNzAxNzI3MDB9.eZkVN4eqLGQ99BNqnjYRPN8pmiK0Xz_OxQTGzAqdFsY
890,galimgim,v. to tremble with fear,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GALIMGIM.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FMSU1HSU0ubXAzIiwiaWF0IjoxNzU0ODEyNzEzLCJleHAiOjIwNzAxNzI3MTN9.Wpl1DYS_uR6AYW806gn_2Uu0dv5b5kwaeUiGAUXQtvA
891,galing ,adj. bright or wise,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GALING.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FMSU5HLm1wMyIsImlhdCI6MTc1NDgxMjcyMCwiZXhwIjoyMDcwMTcyNzIwfQ.C_Tqey5OqdpLZnJ6LmGskjPrdoxm89f56w0xnfA9GRk
892,galingaldo mabábo ,n. just before (or near) daybreak,
893,galingaldo malalam ,n. long before,
894,galingaldo ,var. ganingaldo n. early dawn,
895,galó ,v. to move actively; syn. kimut,
896,galudgud ,n. spine,
897,galukguk ,n. the sounds of hunger from the stomach,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GALUCGUC.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FMVUNHVUMubXAzIiwiaWF0IjoxNzU0ODEyNzM5LCJleHAiOjIwNzAxNzI3Mzl9.vbhHhvWX6wrQvMg8ODuD9FnkOyWSaVUNyMqVi9fnm64
898,galunggung ,v. tremble with chills,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GALUNGGUNG.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FMVU5HR1VORy5tcDMiLCJpYXQiOjE3NTQ4MTI3NDYsImV4cCI6MjA3MDE3Mjc0Nn0.qPT7dU7ajNfSgUYxggNwECRYqgvc3LAnRt6P-bOSojE
899,Galura ,[Skt] 1. n. Kapampangan surname; 2 n. a phoenix [archaic],
900,galut ,n. worn clothing,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GALUT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FMVVQubXAzIiwiaWF0IjoxNzU0ODEyNzUzLCJleHAiOjIwNzAxNzI3NTN9.wq4du50avbz9pzoNf8jSnes2-hteqn5yZtaXyW0d8VY
901,galyetas,galletas [Sp] n. crunchy square- shaped 'layered' plain biscuit plainly served,
902,gámal ,v. to eat lots of food with the fingers ,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GAMAL.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FNQUwubXAzIiwiaWF0IjoxNzU0ODEyNzYxLCJleHAiOjIwNzAxNzI3NjF9.ALS-UtUkOIhk5w1-ytRu2rWp0StzBrjIK7CHrxrjCn4
903,gámat ,n. hand,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GAMAT1.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FNQVQxLm1wMyIsImlhdCI6MTc1NDgxMjc2OCwiZXhwIjoyMDcwMTcyNzY4fQ.Ti5ku8fkQAiFI3xCw5yMoJXM9obOJh1ue1bbWYLyt8w
904,gambul ,v. to break the soil for planting,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GAMBUL.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FNQlVMLm1wMyIsImlhdCI6MTc1NDgxMjc3OSwiZXhwIjoyMDcwMTcyNzc5fQ.7Rh6Cakwp5EmHR-KeS_almbJyQSLviJ21GgDBUo6OqU
905,gámit ,"1 v. to use; 2 n. thing, tool, equipment; syn. Kasangkapan",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GAMIT.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FNSVQubXAzIiwiaWF0IjoxNzU0ODEyNzg2LCJleHAiOjIwNzAxNzI3ODZ9.R4DjdKOjrKO6-h3m5p5upig3paXyTBU5bCMKiKugAkg
906,gamu-gamu ,n. tiny insects that like the light; see niknik,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GAMOGAMO.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FNT0dBTU8ubXAzIiwiaWF0IjoxNzU0ODEyNzk1LCJleHAiOjIwNzAxNzI3OTV9.5Ha3nCKF1exdMsRtcY_82U74x038jRSQaMPOYsY0UjQ
907,gámus,v. to scratch ,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GAMUS.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FNVVMubXAzIiwiaWF0IjoxNzU0ODEyODAzLCJleHAiOjIwNzAxNzI4MDN9.h8tqSlRDTfT2Wp6Z6z6cmex4owNqRrMXP1EdO0ccSXo
908,ganap ,v. to adjust,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GANAP.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FOQVAubXAzIiwiaWF0IjoxNzU0ODEyODEyLCJleHAiOjIwNzAxNzI4MTJ9.91r1Eb3cpyA4AJkfXkKclakeJjkBGsBx1pF7rPxBneA
909,gandus ,"n. taro, yam, Colocasia esculenta Linn.; see biga, buti",https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GANDUS.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FORFVTLm1wMyIsImlhdCI6MTc1NDgxMjgyMCwiZXhwIjoyMDcwMTcyODIwfQ.ipjqMzDuCags7E7nLeSYrV3lFO38Ls-oi8cQ9tplnTU
910,gáni ,v. to dress up for a party,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GANI.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FOSS5tcDMiLCJpYXQiOjE3NTQ4MTI4MjksImV4cCI6MjA3MDE3MjgyOX0.RC-eSh0RBSkKjD7Gbkh-33lme4G7UmyCVMAX0566qxg
911,ganingaldo ,var. galingaldo n. early dawn,
912,gansal, n. odd number,https://aqpogjkniikzxfygnsmm.supabase.co/storage/v1/object/sign/pronouncation/G/GANGSAL.mp3?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV9mN2JkZmNmZC1jMGZhLTQ3YWUtYTc0Ni02ZDBlZjEyMDUzOTIiLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJwcm9ub3VuY2F0aW9uL0cvR0FOR1NBTC5tcDMiLCJpYXQiOjE3NTQ4MTI4MzksImV4cCI6MjA3MDE3MjgzOX0.p0nycjBpCVdeccTe6aSfaPQ2rqltYYBA6pTBllIJEOA
913,gápang,v. to crawl,
